没有一个晚上能睡的好觉的生怕突然就来通知转移我在前司天天加班到十点十一点压力都没这么大需要带走的必需品在3-15晚已经收拾好了到今天都不知道是该拆还是不该拆 今天醒来我们楼栋的小伙伴都红码了大家都不知道该怎么办希望政府能尽快解决我们的问题安排人员清理楼道垃圾给我们分发物资到户并且加上饮用水希望明确我们之后的动向不要再一直给我们重复等通知了	2
快点好起来吧	1
在深圳得了新冠的死亡率是001不上班不搞钱饿死的概率是100好真实呀[捂脸]	2
宝安西乡全部封了什么东西都送不了了唉自由七队4巷6号从227号封控到现在也没有物资配送每天只能看着隔壁福田南山的物资太香了一帮人一个月没有收入还各种支出太艰难了现在形式越来越严重西乡全部切断所有配送也没有人管一下物资配送的事情是我们不配吗	2
“核酸点撤走了社区又不允许自行外出做核酸检测不参加检测的还要罚款拘留”可以啊骚操作不来帮你测也不让你出来测但你得是阴性哦	2
靠着看猫狗洗澡视频治愈自己	1
今天春分暂停了7天的城市迎来忐忑一天的等通知感觉要比过年还要期待不是工作需要我们是我们需要它	2
抗疫倒下两位大白而微博还有人投诉社区工作站咨询电话无人接身边有分别做社区工作的和做大白的知道他们工作量有多大有多繁琐吗现在很多问题多少有些混乱除了努力保护自己保护家人尽量不增加社区工作量吧	2
都往人堆扎吧口口声声不聚集	2
隔离满月了 给自己开瓶可乐加俩香干 就当满月酒了吧	1
居家隔离3岁娃不能下楼玩耍无处安放精力今晚尤其兴奋大晚上攀爬和奔走结果滑倒磕破嘴了 我曾说她有一百种奇妙摔法虽未及百但自从开始计数起有近20种了	1
这几天不出门感觉大家忽然被憋坏了昨晚收到好多微信聊天做客服到零点 打字打到手筋疼有朋友说感觉疫情期间人容易脾气暴躁一下子想到好几件事是这样的看来大家注意只能识别情绪相互体谅了	2
广东的疫情正在紧要关头福建的疫情又起来了	2
对于饲养大型宠物的具体安置方式希望好好研究千万不要几棍子打死之前网上新闻案例里的处理方式已经给我们造成伤害产生阴影了	2
属实没搞懂为啥要大老远把上沙居民拉来龙岗 拉来了也没安顿好啊看到一个居民发文说部分去了酒店 部分只能在车上	2
早日清零解封自由看海赏花	1
小区出不去检测核酸点少反而集中到一块一点都不安全而且还吵架打起来了不止一次我们还要居家办公小孩上网课等等希望有关部门能重视	2
为什么宝安区新安街道的核酸点晚上七点半都关了昨天早上做的核酸晚上出的结果明天上班就是72小时进不了园区能不能留一两个常用核酸点自费也行进小区也留一两个门排队回家又要半个小时宝安实惨	2
春天来了想和朋友去捡木棉花了	1
关于深圳陆路口岸实施防范区和管控区分级管理的通告	0
求求了快点帮帮这些无助的宠物们吧妥善周到的处理措施相信深圳一定能做好的希望能赶快执行起来不要伤害无辜的生命啊而且代入一下塘晏村的居民们真的会觉得很无助求求了希望相关部门尽快关注到这件事	2
排队做核酸的时候为什么我总是能遇到前面一个人随地吐痰还不好好戴口罩深圳疫情这么严重还没这点自觉	2
深圳的疫情啥时候结束啊啊啊我真的不想在家上班	2
又是志愿工作的一天今天是幕后的小仙女	1
冒名顶替代做核酸的汉奸们我祝你们全家原地暴毙吧	2
深圳市福田区新型冠状病毒肺炎疫情防控指挥部3月18日发布通告根据疫情防控工作需要自2022年3月16日起福田区在沙头街道划定封控区沙嘴社区沙嘴一坊第41-44栋第47栋第50栋第53-58栋第63栋第64栋第67-70栋第75栋第76栋实行“区域封闭足不出户服务上门”的管控措施以上区域管控措施按相关防疫规定执行区域内居民如遇到生活就医心理和法律等困难可拨打暖心服务热线福田区28813300生活就医困难4000343580心理和法律专线沙头街道82889813以上措施自2022年3月16日24时起执行后续将根据疫情防控形势变化及时调整深圳福田区在沙头街道划定封控区央视	0
我朋友被拉去隔离已经第十天了本来说好酒店隔离十天居家隔离四天昨天突然被转移到别的地方不发水不给点外卖也不说还需要隔离多久打电话给各个地方说法不一隔离时间到了住的小区不接收她她家的猫已经自己在家八天了猫粮和吃的快没了他们现在一群人在懵逼状态没有一个确定的说法就干耗着这就是深圳的防疫政策一线城市都这样其他地方呢就不能搞点正常	2
居家第四天村头的河堤边才能肆意的呼吸出小区的路今天下午已封可能明天去不了了	2
深小卫怎么还没发 想看看是哪里的新增	2
平平安安	1
徐梦洁 宝贝要顾好自己哦	1
深圳对于疫情的防控措施真的是让我大跌眼镜 再这么下去没两天就破千了	2
以深圳温度而感到无比幸福幸运与自豪我相信只是时间问题疫情会过去深圳会好起来深爱这座城	1
我还是很支持深圳市领导的做法你今天不免去福田区领导的职位下一个中央来查就是免去的就是市领导的职位在其位谋其职深圳福田区作为中心区关系到CBD关系到经济不好好防疫尽快清零每天新增69都是福田的真是很难不说福田区领导不作为	2
居家隔离的第8天是	0
千里送人头吗	2
我已经一周没喝到咖啡了我已经20多天没吃螺狮粉了什么时候能解封啊	2
疫情结束后你最想做的事是什么 河北新增本土确诊38例	0
宝安21号能解封吗	0
解封后瞅着货架上摆得满满当当的蔬菜也感到很开心 后来在百果园看到很好吃的提子品种叫“秋天脆”很脆很甜开心地挑了一串去称重被告知价格后又厚脸皮地退回了 什么时候葡萄得70一串了	1
真以为这个疫情是为了让世界上只剩下人类吗 转发关注愿毛孩子们都能平安度过	1
民生多艰 唉希望早点结束	2
抗击疫情 央企行动 每一个我们都不可少 近日中国能建葛洲坝市政公司深圳轨道交通14号线项目职工前往当地社区街道开展志愿服务有的在各防疫卡口协助核查进出人员有的在核酸检测点维持现场秩序有的帮助现场老人做核酸检测扫码登记有的在核酸采样时负责扫码有的负责对人员聚集区进行消杀等一场同心抗疫战斗正在紧张进行 北京	0
3月21日深圳在隔离观察的密接者中发现19例在重点区域重点人群和社区筛查中发现9例新增病例	0
我真的怕了看到這樣的事情很影響港澳台人士的信心國家一直在強調大灣區希望我們融入但許多高端人才也是有養寵物的這非常打擊我們這不是國際常用的手法希望國家能看到我們的心聲	2
不大的小区快关不住这群小朋友了能玩的玩具都玩的差不多了滑滑梯也被圈起来了物业的小推车成了大家的新玩具	1
深圳政府把福田滨河大道以南的整个区域几十万人作为管控区区域是否符合国家精准防控的方针为什么滨河大道以南的所有社区因为上沙出现的病例要全部陪跑要一直不断的1477的层层加码管控限制居民的正常工作出行没有解封标准和解封时间连续14天没有出现病例的社区为什么无法及时解除管控	2
sos	2
那些被拉走的朋友 真的是出去遭罪 我们这些通知了还在等具体消息的人 也睡不踏实	2
基层干部不作为	2
每天一觉醒来希望看到的就是零新增	1
宝安的核酸检测点实在是太少白天在福田不用20分钟就能完成检测小朋友的电子手表还可以存有核酸码回来看到小区里排着长长的队伍更别提外面的人去哪找核酸检测点了哎心疼我们宝安打工人	2
如果你觉得医护人员采核酸让你不舒服了那就对了一根棉签捅到咽部会引起咽部反射是正常你没有理由去指责医护人员谁愿意大热天穿着密不透风的防护服去采核酸就算没人也要等到深夜你要反思一下为什么你不愿意张开口让你说啊你为什么伸舌头为什么你要向后躲因为看不见咽部医生只能捅遗漏一个阳性对深圳2000万人这么大的投入这么大的牺牲绝对不允许	2
这深夜卡点的鞭炮声尖叫声还有烟花是庆祝解封吗 结束了可我还在等通知呀我们管理处的咚鸡什么时候能出来呢要不我现在下楼往大门口走出去试试会不会放行	2
月亮不睡我不睡	0
解封日即生日 整挺好的许愿今年顺顺利利 疫情早日解封吖	1
深圳之行一推再推又推快清零吧	1
居家第5天上天台写生吧	1
这个疫情什么时候才能恢复正常啊最近豆音全是国外躺平的新闻社交软件刷屏这种新闻可能之后也大概率躺平吧感觉再探国民口风再不躺平经济要撑不下去了	2
周总理的亲立部队给点力啊我都能猜到是谁	1
来做志愿者接下来的生活居所深圳加油	1
深圳停摆那天在阳台拍的黄风铃解封今天在阳台已经看不到她的身影了黄风铃明年见深圳加油	1
居家办公总要有茶相伴茶	1
居家日常家庭影院	0
已经居家一个星期了 除了下楼做核酸 这b疫情 哪也不能去 人快疯了	2
喜欢这种无干扰的上班氛围	1
听说深圳快要被解封了明天就可以出去了好开心的感觉不知道政府能不能hold的住不然又要有第二次 上海 泉州看来比表面的应该更严重啊	1
呵呵 精准防控就这 画一个大裤衩 都不许出去 都一个月了 小区和附近好几个小区一例确诊密接都没有 太精准了 民众都苦不堪言	2
这个疫情彻底过成美国时间了我真的会谢	2
疫情快快滚蛋啊	2
深圳新增39例本土确诊深圳人的一天已入夏 早上八点 起床 赶去做核酸因为早上凉爽还没有到上班时间上午九点半 开早会一般开到十一点 上午的时间基本无了除非你不按时吃饭然后可以忙到一点多午饭➕午休半个小时下午两点开始上班一直到晚上十二点还在忙全天工作时间加起来差不多十二个小时原来的交通时间全部变成工作时间工作量多的你永远不知道还有多少没做完我感觉去工厂拧螺丝都好过这样身心煎熬因为老板永远都觉得你慢毕竟居家谁知道你到底是不是这么忙正式居家的第三天我已经烦透了这样疫情快点好转吧希望一切赶快恢复如常	2
已经第四天了没人管饭没人管核酸检测甚至没人管我是不是可以出门甚至电话都没有一个打过来说要怎么安排的 我是红码啊没人管我肚子饿想吃饭啊	2
求助家有宠物的怎么办现在官方没有给出合理的答复	2
无家可归的日子里有在认真工作	1
深圳要快点好起来啊	1
我学会了种韭菜哈哈	1
福田到底能不能出啊	2
本土3311 密接者中发现30例筛查中发现14例深圳卫健委2022-3月20日0-24时深圳新增44例本土病例其中2例在社区筛查中发现3例在重点人群筛查中发现9例在重点区域筛查中发现30例在隔离观察的密接人员排查中发现； 33例诊断为新冠肺炎确诊病例11例诊断为新冠病毒无症状感染者	0
交往过的对象都没有疫情时间长	2
失恋了就去西藏单身了就去丽江想我了就来村口我每天都在那做核酸	1
都是下班加班后还要排队做核酸的社畜	2
风都是春天的味道	1
帅哥靓女你们在干嘛	0
值得期待 慢生活周的第四天 中风险区 第五波疫情死亡率054务必引起深省	0
信用卡申请“三亲见”原则申请人在申请信用卡时必须经历面签环节银行风控系统有“三亲见” 原则三亲见要求必须亲见本人亲见姓名亲自审核提交材料的真实性执行三亲见是避免他人冒用别人的身份证办卡同时也降低银行信用卡业务风险所以无论是线下申请还是线上网申面签时都要求三亲见只不过线下是申请时同时面签线上网申是先申请预审批通过后再补面签	0
我好难受想跟大家一起回去上班	2
出门干啥都要48然后现在没有核酸检测点	2
居家防疫到顶楼天台放风我们的生活常常困于一隅却浑然不知美好一步之遥	1
快乐不属于福田区继续封闭7天所在区域无确诊病例无密接真的是谢谢了	2
深圳身边事凌晨两点醒来发现楼下有“大白”彻夜守护 3月13日广东深圳凌晨2点市民醒来发现有“大白”坐在楼下彻夜守护有人在安稳睡觉有人在暗夜里无眠	1
频繁记录进入“管控区”第二天你我都要平安才好	1
头一回发现下楼丢个垃圾风景都这么好	1
昨日深圳新增6936累计105其中福田69南山15宝安7罗湖6龙华5龙岗3福田上沙塘晏村上沙龙秋村益田花园重灾区南山多点散发宝安昨日朴朴新增19为不实消息但是西乡街道沙井街道还是多点散发	0
核酸检测进入一个月之际深圳的今天开始了暴雨模式一早醒来第一反应是今天的大白和志愿者们怎么办连续几天听到大家的抗议其实内心真的很难过	2
25岁生日愿望疫情结束	1
喜大普奔深圳有爱	1
不懂就问如果是小区自己封了不是封控管控区也没有大白进驻此时小区内部没有能正常供应生活物资的小超市等店铺社区工作人员是否有帮采购物资的义务还有什么比较好的解法网上买菜实在抢不到啊	2
已经在上沙隔离了有26天了今天又有新增真的有点绷不住了感觉自己的脾气越来越差情绪也有点控制不住了	2
这sb想出的核酸强检 已经被连续强检25次 现在新浪微博只要是沾带香港的大多都会被和谐导致很多人不敢说真话不能说真话深圳这次疫情和香港关系密切这是不争的事实看一下深圳最早发生疫情的区域福田上下沙福田保税区宝安前海湾片区沙井这些都靠深港海岸线的地方我们不以最坏的恶意去揣测别人的动机可深圳政府加强深圳湾海域防范措施增强夜间巡逻力量这些都已经说明一切但这些不可言说香港疫情爆发以来深圳政府和中央政府给予最大的帮助和最高规格的援助深圳市民也是给予理解和支持可这些并没有换来对面一些人的理解因为这是骨子里的偏见所致就像前两年疫情刚刚发生时有的香港人会认为疫情是从深圳到香港的输水管道传播进去一样无知又可笑偏见加无知就会使人愚昧电视剧上海滩让我第一次认识了香港明星歌曲东方之珠让我第一次了解了香港八九十年代的香港在明星效应和地缘优势衬托下简直是内地人心中的天堂之地很多人去观光旅游去购物进一步助力了香港的经济繁荣现在的香港像一个被宠坏的孩子任性挥霍着以前积累的荣耀和财富肆意放纵自己的骄横乖张却在慢慢丢失自己最宝贵的勤恳与真诚今天的香港或许在回归的时候已经注定了今天的局面有时候肆意妄为的民主可能不是真民主看看现在的乌克兰就知道没了机制约束的民主比有序开放的专政要糟糕的多盲目的激进没有撼动大象也没有扳倒骆驼瘦死的骆驼比马大骆驼失去一个驼峰还有一个能储存能量羊群吃光了草地早晚会变成沙漠当深爱这片土地的人也会因为土地的贫脊而心疼不已当大多数人不能香港已没有那么香	2
突然间有点想念以前到人多d生活 排队吃饭排队付费排队购物排队工作etc除了排队做核酸 希望疫情赶快结束一切恢复正常 大家一起加油很快会好起来的	1
完了 宝安西乡的朴朴员工宿舍被隔离了	2
在深圳养宠的我每天瑟瑟发抖 希望深圳政府能合理妥善安排好宠物安置问题	2
居家的第四天炖燕窝日常测核酸1小时外出买水果满足	1
高高兴兴上班平平安安下班纪念	1
已经渡过潜伏期了开圈吧开圈吧搞钱最重要	1
上沙塘晏村连续19天没测出阳性13号解封测核酸才能出门测出3个十多天没测核酸的人是阳性当天感染那栋楼19人全部拉去隔离解封那天是聚众测核酸排队至少2小时问题来了之前上门核酸挨家挨户为啥没抓到这两户人没有测核酸他们的社区工作咋个做的而且一天就感染十多个人真的好离谱是潜伏期长还是那栋楼上下楼梯不好好戴口罩麻烦福田政府给个交代现在志愿者也有感染了要塘晏村搬离去哪儿不说什么都没确认好转移过程风险谁承担我在家上门核酸可以保证的安全出去谁来保证我们的安全配合防疫要求已经居家隔离23天为什么老是要为领导拍脑袋决定的事漏洞百出的防疫办法擦屁股	2
在这个封闭的学校里面头发长了人胖了神经大条了外面的世界真的是太好了烤鸭烧烤火锅烤肉游戏厅等等这些只能梦里见了希望疫情早日结束深圳加油中国加油	1
这防护意识绝绝子呀当事人我求生欲比较强	1
居家办公 一起加油 4月份的旅行可能泡汤了	1
新冠偷走了我三年的时光 以后对外报年纪我都自动减3 我今年18	2
无聊啊	2
深圳解封了复工了冲个凉剃个胡子抹点水嗯今天这香味有点不对哦我特么抹的是香水	0
小卫还没发 我七点半等到现在啦听说快过百了都在哪看啊	0
抬头张嘴 啊	1
深圳人民都在欢天喜地就差放鞭炮庆祝解封呢我们继续续费一周呵呵整个3月都在家里每天除了下楼做核酸就是家里真好真他妈好啊	1
几千万人口要筛查到什么时候还有一些居民还是不配合做核酸现在不配合做核酸都要上征信	2
宠物集中隔离绝对大量死亡	2
看不到春天了嘛	2
慢下来的深圳让我再次爱上了天亮静悄悄曙光在前头	1
一刀切政策	2
咱们就是说插队死全家问她干嘛插队也不理我	2
春风送暖便民常在我们期待您的参与	1
深圳加油晒出我的冰墩墩	1
要来我宿舍吃泡面吗	0
很可怕的样子今天应该是有不少地方爆发的上不了班赚不了钱看起来遥遥无期最终我们会不会像国外一样与新冠共存	2
整个宝安找不到核酸检测点是觉得宝安人民都不用上班的吗	2
深圳市罗湖区发布情况说明今日有网传视频称有一女士外出购物时遇到应急管控家中小孩无人照顾经核实3月6日凌晨1时许因罗湖区黄贝街道黄贝岭村发现1例初筛阳性病例按照防疫规定实施应急围合管理所以该女士在村口卡口处向工作人员求助经现场工作人员核实其非黄贝岭村居民家中仅有小孩一人持有24小时核酸阴性证明考虑到其实际困难在严格执行转运防疫措施的基础上协助该女士于1小时后顺利回到家中社区工作人员事后已回访该女士其家人安好并对社区的应急处置表示理解	0
深圳疫情封城7天我自己不容易但是别人也不容易主动给房客免除了半个月房租半个月是4350元愿这个社会能够多一点点美好[心心][心心][心心]	1
今天真的很气愤为什么深圳疫情都那么严重了工业园区封闭管理的情况下顺络电子的员工只是租了阿宝科技园的宿舍每天居然可以随意进出工业园还说得到了福城街道的批准大厂现在关系通天了吗	2
看到核酸检测48小时阴想起明天就过了48小时赶紧去排队做核酸幸好雨小了些刚做完核酸雨就大了起来不知道明天什么时候出结果如果9点后才显示结果那上班就要迟到了；如果9点前显示结果就好今晚估计又睡不好了又要刷核酸结果了这样的话还是要每天做核酸才行啊	2
街道办电话永远打不通区热线都是电脑客服12345热线直接让我去公众号究竟去哪里反映诉求	2
当知道外卖从业人员为了工作露宿街头以后深圳的部分酒店和学校开始向外卖从业人员提供免费住宿服务骑手可以通过外卖平台查询和申请住处从新闻里看大家对这样的安排很满意深圳虽然已按下“减速”键但他们却被按上了“加速”键感谢这些每天给我们送外卖的小姐姐和小哥哥们疫情当下深圳有爱	1
宝安你别再严重了我求你	2
夜幕下的深圳 自律只有中国人才拥有这样的自觉性	1
深圳新增病例轨迹涉及龙岗经初步流调3月20日0-24时深圳新增病例近日主要活动轨迹为龙岗区 吉华街道烈记肉丸兴万城生活超市富海早餐店请到过以上地方的相关人员立即报备	0
都疯魔了	2
疫情更加严峻了管控更加严格了被迫住医院的第二晚	2
已经开始恢复区域开工很快我也能上班啦	1
凭一城之力抗击深港两城疫情咱可真不需要就这么硬气	2
躺尸的第四天	0
有点滑稽却又是那么现实	2
求助求助 小卫小卫看一看	2
被封闭的第二天	0
解封啦第一时间来到山上出汗走起	1
别在用吹捧深圳速度解封来讽刺上海疫情了两个城市半斤八两所谓的解封也就深圳本地人能感受其中滋味吧	2
睁眼看到朋友凌晨四点的消息感动了；也感叹女孩子有了宝宝的辛苦和伟大	1
在山里呼吸新鲜空气	1
20220315家常菜开始控制2天出一次囤了点菜开启足不出户的生活家常菜 爱生活爱美食	1
每天出门就是做核酸拿快递买菜	0
感恩	1
所以网课可以多上会儿吗	0
谣言进化论塘晏村部分巷楼层要拉走上沙整个塘晏村要拉走沙头街道整个上沙要拉走福田整个上下沙要拉走深圳整个福田要拉走广东整个深圳要拉走全国整个广东要拉走外媒中国要X溃了信息传递的过程中不停地被添油加醋谣言就是这样被传播非常时期我们面对信息一定要有独立的思考能力保持理性思考和判断不盲从不人云亦云	0
今天是大白呀很幸运所有群众都是配合的收获n多叔叔阿姨 爷爷奶奶们的关怀疫情快快过去呀	1
3月16日0-24时深圳新增91例其中新增本土确诊病例71例新增本土无症状感染者20例	0
最近我发现一个规律只要有小道消息说是谣言那第二天都会应验他们都是真的	1
再封下去我就要疯了连福田都通知下周上班了宝安能不能给力一点我已经连续四周没去公司了	2
今晚深圳人的过年夜放飞了自我外面的车流声呐喊声特别大福田区听着别的区疯狂的声音	1
失眠快关傻了	2
看把大伙们无聊的	2
终于知道我为什么没办法在家了运动了虽然教练陆续在直播开了课我在家里不穿鞋不是躺着就是坐着无法直立起来	2
史无前例的在家办公了一周深圳的咖啡店啥时候能开	2
深圳逐步有序恢复正常秩序了站在全国防疫一盘棋的高度来看相对而言深圳更有责任更有担当一些至少深圳疫情外溢影响最小只是深圳自己商业及百姓受到的影响太大期待政府能对小店经营者中小微企业给予更多支持和补贴帮他们缓过难关另政府可考虑引导产险企业推出深圳专属的商业经营者疫情险通过经营者购买政府补贴的形式给予支持	1
疫情剥夺了我可以享用麦当劳双吉汉堡瑞幸生椰拿铁茶百道黄金椰椰乌龙台盖芝芝山楂家门口的肠粉米粉和云吞的权利我尊滴好想吃啊	1
关于持续低烧和味觉减退这个事我并不慌	1
慢生活还房贷银行从来不会慢谁又来保障小市民的利益	2
我参加防疫快要一个月了刚来那几天我以为和之前去社区协助核酸一样一个礼拜或者半个月就能结束没想到深圳这次疫情比我想象中的还要严重多了感染速度很快从一开始的一个村子后来蔓延其他村再到其他区最后全市几乎都有病例到全市开始核酸的命令下来大家一起工作了快一个月这段期间有工作人员倒下了去世了医护人员的手因为不间断的进行手消变得皱皱巴巴网络上不断的出现造谣出现为了避责而伪造绿码的跨境司机一系列不负责的行为有人在负重前行而有人在心存侥幸我希望疫情可以快点过去我想回家	2
深圳停摆第四天既然哪里都不能去就来跟唐老师学Swing Jazz Swing风格架子鼓教程 第46课BPM=200快速演示感受一下天下武功唯快不破	1
希望黑暗早点过去黎明总会到来	1
深圳明天到底要不要上班啊今天没做核酸核酸明天就72小时了	2
所以说真的一开始就该狠下心管福田啊还低风险挂了那么久的低风险结果就是蔓延	2
小区今天通知不开放核酸点其他小区不让我进 怎么保住48小时核酸	2
深圳卫健委发文后带着宠物去酒店不让入住说是给安排却被骗回福田的录音	2
解封第一天上班有一种如获新生般的感觉 空气是新鲜的一路上的花都开了心里念想你我总会相见吧	1
55+37 早上起来看到这个数字属于是吓了一跳怎么不减少呢	2
深圳什么时候可以好起来足不出户一周了	2
生活真的很无语	2
汽油涨价我认了为啥卖油条的也涨价他用98号汽油炸的吗诶什么都涨就工资不涨	2
不知道是不是晚上的手机更好看昨天硬生生熬到了1点多吃饱想着补觉猝不及防的传来楼上吹笛子的声音崩溃	2
今天我们街道出现了一例初筛阳性搜了一下地图距离900米	0
防护不松懈外出备好口罩不聚集	1
深圳慢生活第三天 就想出去买点菜工作人员说前面的路封了不要出去了	0
公寓中招 足不出户开始了	0
3月笑话小红书上刷到隔壁回来深圳的说给小孩核酸采样很粗暴以后再也不想回来了 wow	2
害怕下水道有病毒 今天不做饭了吃的速食也可 再次打包了行李等待	1
关了9天出来如获新生只有上班才能体现自我价值只有忙碌才能治愈一切	1
1岁半的妹妹测核酸已经能很乖的张嘴配合了不哭不闹乖的不要不要的	1
整天喊不要聚集每天聚集最多的就是做核酸出门还一定要签承诺书承诺不乘坐公共交通我打车政府报销	2
今天福田的复工通告简直梦回读书时候做阅读理解	2
疫情定格了生活 而时间不等人	2
刚刚去完成了封闭期间最后一次核酸检测希望明天可以解封	1
青菜大排 好怀念车水马龙的深圳疫情快过去吧 每天必备行程就是核酸核酸 遇到了可爱柯基	1
社区面筛查发现病例也持续下降前天11例昨天下降至7例随着前面几个区的解封与复工复产今天凌晨起盐田区罗湖区相关封控区也即时解封前途一片大好深圳加油深圳必胜	1
深圳疫情这次疫情确实可以写日记了日常问候河对面的	1
五点半了还不出通知吗 明天龙岗解封不解封 没有通知是不是就按原定20号解	2
外面的花真好看大白辛苦了	1
他们值得被更多人看见	1
时刻准备着 迎接解封	1
请求看看深圳上沙这里的人被告知转移隔离但是隔离原因 隔离地点 时间 一概不清楚转移时也只分发口罩跟手套目前接驳车驶离塘宴村停在白石路上福田汽车客运站那里将近2个钟一动不动请求帮助	2
哦本来居家隔离14天了昨天最后一天晚上10点41分打开健康码已经是红转绿了今天早上打开是又红的这 无力吐槽	2
疫情封闭一周后的复工连公司门口的树都开始换新了	1
想喝冰凉的咖啡去春日的公园想去海边踏浪去远方旅行 希望近日的战争地震疫情暴雪终能安然结束	1
香港特首林郑把特区政府18万公务员调动起来送上抗疫前线“打仗”	0
深圳明起已实现社会面动态清零的区域 恢复正常工作秩序和生产经营深圳市新型冠状病毒肺炎疫情防控指挥部发布通告已实现社会面动态清零的盐田区坪山区光明区大鹏新区深汕特别合作区党政机关企事业单位生产经营单位等恢复正常工作秩序和生产经营公交地铁恢复运行封控区管控区防范区严格执行疫情防控相关措施其他未实现社会面动态清零的区域要做好精准防控努力用最小的代价实现最大的防控效果最大限度减少疫情对经济社会发展的影响加大企业服务力度分区分级分类实施差异化疫情防控措施实施“一企一策”“一厂一案”保障企业有序生产经营上述措施自3月18日星期五起开始实施	0
请多多关注上沙塘晏村现在的情况真的很急迫	2
今天进入了防范区还有三天撑住呀会有春天到来	1
爱山楂疫情期间快递无法送外卖也叫不到山楂今天突然发现这个第一次喝好好喝爱了	1
深圳如果您有什么话想说那就说吧按下暂停键已经好几天了关得发霉吃喝增肥其实疫情是人生的一场考验别轻视任何人的劳动和关心只有亲自体验实践你才深有感触时间对大家都公平对生命也公平如有去医院我们第一时间开绿色通道如需要买菜买衣食住行所需快去快回打卡发卡登记出入时间小区车辆一律不外出尽量减少人流规矩🉐有也🉐守但是规矩也可以改一定要视情而定为了健康而不停滞严格执行任务严格执行要求对我们大家都好我是陈长城我是志愿者我在疫情防线战斗	1
几年没听了	0
如果没清零之前就开学是不是意味着去到学校又要被关起来了我不想封校	2
一夜入秋	0
公司这边都是核酸点都是只限本小区居民其他人不让进下班回家做核酸出站后到核酸点排队说是不让排了排了也轮不到这怎么搞很多人确实是排了2个多小时工作人员下班了还轮不到	2
第二种是那些防疫人员或志愿者他们诉说的是工作的重量加班熬夜辛苦还有不被理解和被埋怨的情节而够大局的忍气吞声还给矛礼貌应付	2
西乡王炸啊瑟瑟发抖	2
胜利了深圳公交地铁恢复小区凭“48小时阴性”出入	1
深圳身边事 深圳市新型冠状病毒肺炎疫情防控指挥部通告〔2022〕2号自3月14日起我市已在全市范围内完成两轮全员核酸检测部分区已实现社会面动态清零全市疫情防控形势依然严峻但总体可控为从严从紧从细做好疫情防控工作统筹好疫情防控和经济社会发展确保产业链供应链安全稳定确保群众正常生产生活平稳有序现通告如下一已实现社会面动态清零的盐田区坪山区光明区大鹏新区深汕特别合作区党政机关企事业单位生产经营单位等恢复正常工作秩序和生产经营公交地铁恢复运行封控区管控区防范区严格执行疫情防控相关措施二其他未实现社会面动态清零的区域要做好精准防控努力用最小的代价实现最大的防控效果最大限度减少疫情对经济社会发展的影响加大企业服务力度分区分级分类实施差异化疫情防控措施实施“一企一策”“一厂一案”保障企业有序生产经营三要做好统筹协调全力保障交通运输顺畅确保企业物流畅通上述措施自3月18日星期五起开始实施深圳市新型冠状病毒肺炎疫情防控指挥部2022年3月17日	0
今天做志愿者看到7天健康码我真想给她一串糖葫芦居然还有人认为做核酸检测没用	2
